,Price,Area,Location,No. of Bedrooms,City
15847,3784000,841,Iyyappanthangal,2,Chennai
15848,3645000,810,Iyyappanthangal,2,Chennai
15849,3321000,738,Iyyappanthangal,2,Chennai
15854,3143000,603,Moolacheri,1,Chennai
15856,3200000,612,Moolacheri,1,Chennai
15857,8108000,1243,Pallikaranai,2,Chennai
15858,17600000,2712,Pallikaranai,4,Chennai
15861,16500000,2691,Pallikaranai,4,Chennai
15862,8200000,1255,Pallikaranai,2,Chennai
15876,6934999,1235,Ambattur,2,Chennai
15878,28700000,1975,Thiruvanmiyur,3,Chennai
15879,29400000,2015,Thiruvanmiyur,3,Chennai
15880,7748999,1230,Kovilambakkam,2,Chennai
15881,7900000,1254,Kovilambakkam,2,Chennai
15882,7736000,1228,Kovilambakkam,2,Chennai
15883,9777000,1552,Kovilambakkam,3,Chennai
15884,7698000,1222,Kovilambakkam,2,Chennai
15885,7490000,1189,Kovilambakkam,2,Chennai
15886,9840000,1562,Kovilambakkam,3,Chennai
15887,9456000,1501,Kovilambakkam,3,Chennai
15889,3422000,835,Kattankulathur,2,Chennai
15890,3461000,845,Kattankulathur,1,Chennai
15894,4275000,775,Iyyappanthangal,2,Chennai
15895,4513000,778,Manapakkam,2,Chennai
15909,7900000,1190,Mogappair,2,Chennai
15910,8430000,1270,Mogappair,2,Chennai
15914,17100000,2580,Mogappair,4,Chennai
15918,5339000,950,Sembakkam,2,Chennai
15919,4880000,888,Rajakilpakkam,2,Chennai
15920,3472999,755,Rajakilpakkam,2,Chennai
15921,3650000,745,Kovilambakkam,2,Chennai
15924,3883000,809,Manikandan Nagar,2,Chennai
15925,4656000,970,Manikandan Nagar,2,Chennai
15932,4416000,920,Kovilambakkam,2,Chennai
15935,29100000,2004,Thiruvanmiyur,3,Chennai
15936,29100000,2004,Thiruvanmiyur,3,Chennai
15937,28900000,1986,Thiruvanmiyur,3,Chennai
15938,7559999,1200,Kovilambakkam,2,Chennai
15939,9450000,1500,Kovilambakkam,3,Chennai
15941,6959999,1200,Pallavaram,2,Chennai
15943,4802000,850,Sembakkam,2,Chennai
15944,4768000,845,Sembakkam,2,Chennai
15945,3039000,893,Guduvancheri,2,Chennai
15948,2900000,580,Madambakkam,1,Chennai
15949,8100000,1300,Medavakkam,3,Chennai
15950,7245000,1150,Medavakkam,3,Chennai
15955,43200000,2060,Nungambakkam,2,Chennai
15956,43700000,2081,Nungambakkam,3,Chennai
15957,43099999,2056,Nungambakkam,3,Chennai
15958,43200000,2060,Nungambakkam,2,Chennai
15959,17500000,1350,T Nagar,3,Chennai
15963,5808000,939,Ambattur,2,Chennai
15964,12500000,1320,T Nagar,2,Chennai
15965,3881000,721,Ambattur,2,Chennai
15967,3881000,721,Ambattur,2,Chennai
15968,5737000,927,Ambattur,2,Chennai
15969,3881000,721,Ambattur,2,Chennai
15971,5808000,939,Ambattur,2,Chennai
15972,4635000,872,Ambattur,2,Chennai
15973,3881000,721,Ambattur,2,Chennai
15974,5737000,927,Ambattur,2,Chennai
15975,3881000,721,Ambattur,2,Chennai
15976,6900000,1135,Porur,2,Chennai
15977,20500000,1283,Anna Nagar,3,Chennai
15978,3600000,625,Porur,1,Chennai
15981,15000000,1470,Koyambedu,3,Chennai
15982,9395000,1525,Iyyappanthangal,3,Chennai
15983,3881000,721,Ambattur,2,Chennai
15984,5991000,950,Iyyappanthangal,2,Chennai
15986,23500000,1569,Nungambakkam,3,Chennai
15987,3881000,721,Ambattur,2,Chennai
15989,10300000,1124,Manapakkam,3,Chennai
15990,22400000,1451,Adyar,3,Chennai
15991,3881000,721,Ambattur,2,Chennai
15993,38200000,2640,Kilpauk,4,Chennai
15994,22300000,1748,Anna Nagar,2,Chennai
15995,48000000,2527,other,4,Chennai
15997,5991000,950,Iyyappanthangal,2,Chennai
15999,7000000,1140,Porur,2,Chennai
16000,7000000,1140,Porur,2,Chennai
16001,10300000,1302,Thoraipakkam OMR,3,Chennai
16002,4705000,886,Ambattur,2,Chennai
16005,6850000,1021,Mogappair,2,Chennai
16006,8644000,1017,Choolaimedu,2,Chennai
16007,8644000,1017,Choolaimedu,2,Chennai
16008,8644000,1017,Choolaimedu,2,Chennai
16009,8644000,1017,Choolaimedu,2,Chennai
16010,7216000,849,Choolaimedu,2,Chennai
16011,7216000,849,Choolaimedu,2,Chennai
16012,7216000,849,Choolaimedu,2,Chennai
16013,7216000,849,Choolaimedu,2,Chennai
16014,5457000,642,Choolaimedu,2,Chennai
16015,5456000,642,Choolaimedu,2,Chennai
16016,5456000,642,Choolaimedu,2,Chennai
16017,5456000,642,Choolaimedu,2,Chennai
16018,5456000,642,Choolaimedu,2,Chennai
16026,23500000,1569,Nungambakkam,3,Chennai
16027,3881000,721,Ambattur,2,Chennai
16029,9395000,1525,Iyyappanthangal,3,Chennai
16031,3881000,721,Ambattur,2,Chennai
16034,7000000,1140,Porur,2,Chennai
16035,7000000,1140,Porur,2,Chennai
16036,10300000,1302,Thoraipakkam OMR,3,Chennai
16037,10300000,1124,Manapakkam,3,Chennai
16039,3399000,912,Madambakkam,2,Chennai
16040,3399000,912,Madambakkam,2,Chennai
16041,3399000,912,Madambakkam,2,Chennai
16042,3399000,912,Madambakkam,2,Chennai
16043,3399000,912,Madambakkam,2,Chennai
16044,3400000,912,Madambakkam,2,Chennai
16045,7000000,1000,Adyar,2,Chennai
16046,12000000,1445,Velachery,3,Chennai
16047,12000000,1090,Adyar,2,Chennai
16051,3881000,721,Ambattur,2,Chennai
16052,5808000,939,Ambattur,2,Chennai
16053,19800000,1808,Saidapet,3,Chennai
16054,3881000,721,Ambattur,2,Chennai
16055,14600000,1334,Saidapet,2,Chennai
16057,4705000,886,Ambattur,2,Chennai
16058,24700000,1491,Thoraipakkam OMR,4,Chennai
16059,3344000,880,Kundrathur,2,Chennai
16060,4900000,920,Mogappair,2,Chennai
16061,14400000,834,Thoraipakkam,2,Chennai
16062,4705000,886,Ambattur,2,Chennai
16065,6850000,1021,Mogappair,2,Chennai
16067,5808000,939,Ambattur,2,Chennai
16068,25400000,1610,Anna Nagar,3,Chennai
16069,4705000,886,Ambattur,2,Chennai
16071,4900000,920,Mogappair,2,Chennai
16072,24700000,1491,Thoraipakkam OMR,4,Chennai
16073,14400000,834,Thoraipakkam,2,Chennai
16076,3399000,912,Vengaivasal,2,Chennai
16077,3399000,912,Vengaivasal,2,Chennai
16078,3399000,912,Vengaivasal,2,Chennai
16079,3399000,912,Vengaivasal,1,Chennai
16080,3399000,912,Vengaivasal,2,Chennai
16081,3399000,912,Vengaivasal,2,Chennai
16082,3399000,912,Vengaivasal,2,Chennai
16083,3399000,912,Vengaivasal,2,Chennai
16086,3399000,912,Vengaivasal,2,Chennai
16087,3399000,912,Vengaivasal,2,Chennai
16088,3399000,912,Vengaivasal,2,Chennai
16089,3399000,912,Vengaivasal,1,Chennai
16090,3399000,912,Vengaivasal,2,Chennai
16091,3399000,912,Vengaivasal,2,Chennai
16092,3399000,912,Vengaivasal,2,Chennai
16093,3399000,912,Vengaivasal,2,Chennai
16098,18800000,1255,other,3,Chennai
16099,5808000,939,Ambattur,2,Chennai
16102,29500000,2684,Saidapet,4,Chennai
16103,5808000,939,Ambattur,2,Chennai
16104,5808000,939,Ambattur,2,Chennai
16105,3881000,721,Ambattur,2,Chennai
16106,6813000,1017,Mogappair,2,Chennai
16107,2456000,646,Kundrathur,1,Chennai
16109,19000000,1129,Thoraipakkam OMR,3,Chennai
16111,31200000,1750,Anna Nagar,3,Chennai
16114,25400000,1610,Anna Nagar,3,Chennai
16115,4705000,886,Ambattur,2,Chennai
16118,11000000,1125,Kilpauk,2,Chennai
16119,2797000,666,Medavakkam,1,Chennai
16120,2797000,666,Medavakkam,1,Chennai
16121,2806000,668,Medavakkam,1,Chennai
16122,2806000,668,Medavakkam,1,Chennai
16123,2789000,664,Medavakkam,1,Chennai
16124,2789000,664,Medavakkam,1,Chennai
16125,2759000,657,Medavakkam,1,Chennai
16126,3986999,886,Ambattur,2,Chennai
16127,3924000,872,Ambattur,2,Chennai
16128,22100000,1503,other,3,Chennai
16129,5737000,927,Ambattur,2,Chennai
16130,26600000,1540,Anna Nagar,3,Chennai
16131,11000000,1200,Kotturpuram,3,Chennai
16132,24800000,1375,Anna Nagar,3,Chennai
16133,27200000,1525,Anna Nagar,3,Chennai
16134,2797000,666,Medavakkam,1,Chennai
16135,2797000,666,Medavakkam,1,Chennai
16136,2806000,668,Medavakkam,1,Chennai
16137,2806000,668,Medavakkam,1,Chennai
16138,2789000,664,Medavakkam,1,Chennai
16139,2789000,664,Medavakkam,1,Chennai
16140,2759000,657,Medavakkam,1,Chennai
16141,2759000,657,Medavakkam,1,Chennai
16142,2743000,653,Medavakkam,1,Chennai
16143,2743000,653,Medavakkam,1,Chennai
16144,2755000,656,Medavakkam,1,Chennai
16145,2755000,656,Medavakkam,1,Chennai
16146,33900000,1875,Anna Nagar,3,Chennai
16147,28000000,1560,Anna Nagar,3,Chennai
16148,26400000,1500,Anna Nagar,3,Chennai
16149,27400000,1565,Anna Nagar,3,Chennai
16150,3881000,721,Ambattur,2,Chennai
16151,3881000,721,Ambattur,2,Chennai
16152,27100000,1520,Anna Nagar,3,Chennai
16153,3986999,886,Ambattur,2,Chennai
16154,3924000,872,Ambattur,2,Chennai
16155,26600000,1540,Anna Nagar,3,Chennai
16156,11000000,1200,Kotturpuram,3,Chennai
16157,24800000,1375,Anna Nagar,3,Chennai
16158,27200000,1525,Anna Nagar,3,Chennai
16159,3800000,872,Ambattur,2,Chennai
16160,20000000,790,Perumbakkam,2,Chennai
16161,4500000,1913,Virugambakkam,3,Chennai
16163,3300000,951,Koyambedu,2,Chennai
16165,12000000,855,Perumbakkam,2,Chennai
16169,6500000,939,Ambattur,2,Chennai
16173,10600000,985,Koyambedu,2,Chennai
16174,4300000,1002,Koyambedu,2,Chennai
16175,4300000,836,Kolathur,2,Chennai
16176,4600000,836,Kolathur,2,Chennai
16179,3881000,721,Ambattur,2,Chennai
16180,6400000,721,Ambattur,2,Chennai
16183,11500000,934,Kovur,2,Chennai
16185,22599999,584,Mugalivakkam,1,Chennai
16190,9400000,1300,Poonamallee,3,Chennai
16193,6200000,1024,Sholinganallur,2,Chennai
16194,6200000,1027,Sholinganallur,2,Chennai
16195,2800000,1025,Sholinganallur,2,Chennai
16196,11700000,560,Adambakkam,1,Chennai
16198,8155000,1145,Valasaravakkam,2,Chennai
16199,7983000,1165,Valasaravakkam,2,Chennai
16202,13000000,1070,Pammal,3,Chennai
16204,9400000,855,Perumbakkam,2,Chennai
16206,26800000,1400,other,3,Chennai
16207,3244000,1855,Kilpauk,3,Chennai
16208,14000000,721,Ambattur,2,Chennai
16210,4300000,1321,Korattur,2,Chennai
16214,5500000,1000,Adambakkam,2,Chennai
16215,5527000,930,Guindy,2,Chennai
16216,4919000,1005,Madipakkam,2,Chennai
16219,4257000,1016,Kattankulathur,2,Chennai
16220,4206000,1016,Kattankulathur,2,Chennai
16221,4114000,1004,Kattankulathur,2,Chennai
16222,8303000,982,Kattankulathur,2,Chennai
16227,10900000,1734,Navallur,3,Chennai
16233,8303000,624,Singaperumal Koil,1,Chennai
16248,3206000,977,Maraimalai Nagar,2,Chennai
16250,9546000,1510,Poonamallee,3,Chennai
16252,9549000,1112,Velappanchavadi,2,Chennai
16253,23700000,1345,Pallavaram,3,Chennai
16256,38400000,1414,Velappanchavadi,2,Chennai
16258,22200000,1478,other,3,Chennai
16259,7601000,1438,Nungambakkam,2,Chennai
16264,4722000,1232,Nungambakkam,2,Chennai
16266,29000000,977,Maraimalai Nagar,2,Chennai
16270,9546000,1510,Poonamallee,3,Chennai
16271,9549000,1591,Pallavaram,3,Chennai
16276,2400000,1217,Velachery,2,Chennai
16278,6800000,677,Avadi,2,Chennai
16279,13000000,1135,Porur,2,Chennai
16284,11800000,658,other,1,Chennai
16285,3465000,1290,Thoraipakkam OMR,2,Chennai
16297,3400000,773,Sembakkam,2,Chennai
16300,4748000,1195,Madipakkam,2,Chennai
16301,7665000,896,Madipakkam,2,Chennai
16302,3800000,1022,Valasaravakkam,2,Chennai
16307,4748000,1195,Madipakkam,2,Chennai
16308,3244000,896,Madipakkam,2,Chennai
16309,3244000,721,Ambattur,2,Chennai
16310,3800000,721,Ambattur,2,Chennai
16319,24200000,855,Perumbakkam,2,Chennai
16320,24600000,1938,Thiruvanmiyur,3,Chennai
16323,22799999,1431,Thiruvanmiyur,2,Chennai
16330,24200000,855,Perumbakkam,2,Chennai
16331,24600000,1938,Thiruvanmiyur,3,Chennai
16334,22799999,1431,Thiruvanmiyur,2,Chennai
16341,4635000,939,Ambattur,2,Chennai
16342,4635000,872,Ambattur,2,Chennai
16343,4200000,872,Ambattur,2,Chennai
16344,3244000,874,Pozhichalur,2,Chennai
16345,3244000,721,Ambattur,2,Chennai
16346,4635000,721,Ambattur,2,Chennai
16347,3250000,872,Ambattur,2,Chennai
16351,16399999,845,Mogappair,2,Chennai
16352,16399999,1215,Anna Nagar,3,Chennai
16353,16399999,1215,Anna Nagar,3,Chennai
16354,20000000,1215,Anna Nagar,3,Chennai
16355,5808000,1800,Adyar,3,Chennai
16356,5737000,939,Ambattur,2,Chennai
16357,5737000,927,Ambattur,2,Chennai
16358,5808000,927,Ambattur,2,Chennai
16359,3000000,939,Ambattur,2,Chennai
16360,8687000,820,Pammal,2,Chennai
16361,8290000,1358,Sholinganallur,3,Chennai
16363,6550000,1027,Sholinganallur,2,Chennai
16364,3881000,1024,Sholinganallur,2,Chennai
16365,3881000,721,Ambattur,2,Chennai
16366,3881000,721,Ambattur,2,Chennai
16367,13300000,721,Ambattur,2,Chennai
16369,4737000,1047,Ambattur,2,Chennai
16370,6717000,1053,Ambattur,2,Chennai
16375,19000000,1097,Porur,2,Chennai
16376,19000000,1850,Guindy,3,Chennai
16377,19500000,1850,Guindy,3,Chennai
16378,4500000,1850,Guindy,3,Chennai
16380,4635000,721,Ambattur,2,Chennai
16381,4635000,872,Ambattur,2,Chennai
16382,3244000,872,Ambattur,2,Chennai
16383,5400000,721,Ambattur,2,Chennai
16384,5445000,600,Koyambedu,2,Chennai
16385,5600000,605,Koyambedu,2,Chennai
16386,5573000,605,Koyambedu,2,Chennai
16387,8500000,939,Ambattur,2,Chennai
16389,5600000,606,Koyambedu,2,Chennai
16390,2324000,606,Koyambedu,2,Chennai
16391,9047000,560,other,1,Chennai
16393,4610000,607,Koyambedu,2,Chennai
16394,8500000,937,Porur,2,Chennai
16396,8500000,939,Ambattur,2,Chennai
16398,7898000,927,Ambattur,2,Chennai
16399,10000000,1179,Mogappair,3,Chennai
16401,9994000,1228,Mogappair,2,Chennai
16405,7295000,1139,Mogappair,2,Chennai
16406,11700000,1089,Mogappair,2,Chennai
16410,8474000,1256,Mogappair,2,Chennai
16412,3881000,1267,Mogappair,2,Chennai
16413,5737000,721,Ambattur,2,Chennai
16414,3881000,927,Ambattur,2,Chennai
16415,3881000,721,Ambattur,2,Chennai
16416,4635000,721,Ambattur,2,Chennai
16417,4635000,872,Ambattur,2,Chennai
16418,13000000,872,Ambattur,2,Chennai
16420,6286000,636,Kelambakkam,1,Chennai
16422,4326000,557,other,1,Chennai
16426,12500000,650,Perumbakkam,1,Chennai
16427,21800000,1286,Mogappair,2,Chennai
16429,3881000,872,Ambattur,2,Chennai
16430,3881000,721,Ambattur,2,Chennai
16431,2630000,721,Ambattur,2,Chennai
16432,6720999,598,Ambattur,1,Chennai
16434,10800000,1489,Medavakkam,2,Chennai
16437,4508000,1025,Ambattur,2,Chennai
16438,10700000,1025,Ambattur,2,Chennai
16440,10700000,1751,Medavakkam,3,Chennai
16444,2751000,721,Ambattur,2,Chennai
16445,7156000,655,Medavakkam,1,Chennai
16449,10800000,1277,Medavakkam,2,Chennai
16453,3981000,591,Perambur,1,Chennai
16454,13600000,657,Perambur,2,Chennai
16455,15100000,2277,Iyappanthangal,4,Chennai
16459,8964000,1166,Iyappanthangal,2,Chennai
16460,14800000,1494,Iyappanthangal,2,Chennai
16464,18200000,1340,Iyappanthangal,2,Chennai
16466,17900000,1846,Sholinganallur,3,Chennai
16467,34200000,2392,Korattur,3,Chennai
16469,12900000,1336,Korattur,3,Chennai
16471,35500000,1132,Korattur,2,Chennai
16473,10800000,1552,Sholinganallur,3,Chennai
16474,40100000,1889,Sholinganallur,3,Chennai
16476,33300000,4452,Sholinganallur,4,Chennai
16477,35100000,4451,Sholinganallur,4,Chennai
16479,32400000,1656,Sholinganallur,3,Chennai
16481,32200000,1859,Sholinganallur,3,Chennai
16485,10500000,1623,Sholinganallur,3,Chennai
16487,10300000,1594,Sholinganallur,3,Chennai
16489,3581000,581,Singaperumal Koil,1,Chennai
16490,3981000,591,Perambur,1,Chennai
16491,9228000,657,Perambur,2,Chennai
16495,9533000,825,Perungudi,2,Chennai
16497,9545000,670,Perungudi,1,Chennai
16499,3361000,490,Perungudi,1,Chennai
16500,5196000,415,Perungudi,1,Chennai
16501,3481000,635,Perungudi,1,Chennai
16502,7213000,430,Perungudi,1,Chennai
16506,7686000,945,Mogappair,2,Chennai
16508,8303000,925,Mogappair,2,Chennai
16513,9533000,1453,Sholinganallur,3,Chennai
16518,4201000,567,Navallur,1,Chennai
16519,7844000,894,Navallur,2,Chennai
16520,10300000,1669,Navallur,3,Chennai
16524,11700000,603,Moolacheri,2,Chennai
16527,17900000,603,Moolacheri,1,Chennai
16529,18600000,612,Moolacheri,1,Chennai
16545,18600000,612,Moolacheri,1,Chennai
16560,62900000,979,Vadapalani,2,Chennai
16561,48600000,3595,Adyar,4,Chennai
16562,63200000,2780,Adyar,3,Chennai
16563,57000000,3615,Adyar,4,Chennai
16564,5955000,3260,Adyar,3,Chennai
16565,4934000,730,Perungudi,1,Chennai
16569,3200000,603,Moolacheri,1,Chennai
16570,5734000,612,Moolacheri,1,Chennai
16571,8052000,940,Mogappair,2,Chennai
16575,7686000,945,Mogappair,2,Chennai
16577,8540000,925,Mogappair,2,Chennai
16578,11500000,1400,Mogappair,3,Chennai
16583,3650000,540,Medavakkam,1,Chennai
16589,3500000,1065,Virugambakkam,2,Chennai
16591,6500000,1159,Ayanambakkam,2,Chennai
16592,13500000,1131,Ayanambakkam,2,Chennai
16601,3881000,450,other,1,Chennai
16602,4635000,721,Ambattur,2,Chennai
16603,19000000,872,Ambattur,2,Chennai
16604,6000000,1850,Guindy,3,Chennai
16609,8700000,840,Choolaimedu,2,Chennai
16610,8700000,977,Kilpauk,3,Chennai
16611,3300000,977,Kilpauk,3,Chennai
16613,5737000,939,Ambattur,2,Chennai
16614,10500000,927,Ambattur,2,Chennai
16615,3881000,1136,Kilpauk,3,Chennai
16616,3800000,721,Ambattur,2,Chennai
16618,9500000,872,Ambattur,2,Chennai
16619,13700000,1306,Mogappair,2,Chennai
16621,6498999,1159,Ayanambakkam,2,Chennai
16622,5506000,1131,Ayanambakkam,2,Chennai
16623,4600000,927,Ambattur,2,Chennai
16624,3244000,872,Ambattur,2,Chennai
16625,3886999,721,Ambattur,2,Chennai
16626,8281000,721,Ambattur,2,Chennai
16628,5255000,814,Chromepet,2,Chennai
16629,6583000,822,Chromepet,2,Chennai
16631,5426000,750,Medavakkam,2,Chennai
16633,3500000,550,Perumbakkam,1,Chennai
16635,5737000,939,Ambattur,2,Chennai
16636,3881000,927,Ambattur,2,Chennai
16637,3881000,721,Ambattur,2,Chennai
16638,4500000,721,Ambattur,2,Chennai
16640,4635000,872,Ambattur,2,Chennai
16641,3800000,872,Ambattur,2,Chennai
16645,5000000,1222,Thoraipakkam OMR,2,Chennai
16646,4700000,1000,Sembakkam,2,Chennai
16647,11000000,850,Medavakkam,2,Chennai
16650,7200000,761,Medavakkam,2,Chennai
